"36","Isabella","0","2.15","1","2.15","Total All Sectors","2014"
"37","Jackson","0","2.15","0.87","2.15","Total All Sectors","2014"
"38","Kalamazoo","0.11","2.15","2.15","2.15","Total All Sectors","2014"
"39","Kalkaska","0","1.8","0.64","2.15","Total All Sectors","2014"
"40","Kent","0","2.15","0.98","2.15","Total All Sectors","2014"
"41","Keweenaw","0","0.44","0","0.44","Total All Sectors","2014"
"42","Lake","0","0.41","0","0.41","Total All Sectors","2014"
"43","Lapeer","0","0.57","0.1","0.67","Total All Sectors","2014"
"44","Leelanau","1.09","1.24","0.01","2.15","Total All Sectors","2014"
"45","Lenawee","0.64","0.88","0.97","2.15","Total All Sectors","2014"
"46","Livingston","0","0.9","1.26","2.15","Total All Sectors","2014"
"47","Luce","0","0.87","0","0.87","Total All Sectors","2014"
"48","Mackinac","0.57","0.32","0.01","0.9","Total All Sectors","2014"
"49","Macomb","0.02","0.33","0.49","0.84","Total All Sectors","2014"
"50","Manistee","1.06","0.89","2.15","2.15","Total All Sectors","2014"
"51","Marquette","2.15","0.64","2.15","2.15","Total All Sectors","2014"
"52","Mason","0","0.86","2.15","2.15","Total All Sectors","2014"
"53","Mecosta","0","2.15","0.23","2.15","Total All Sectors","2014"
"54","Menominee","0","0.18","0.71","0.89","Total All Sectors","2014"
"55","Midland","0","0.28","1.27","1.55","Total All Sectors","2014"
"56","Missaukee","0","2.15","0.22","2.15","Total All Sectors","2014"
"57","Monroe","2.15","2.15","0.97","2.15","Total All Sectors","2014"
"58","Montcalm","0","2.15","2.15","2.15","Total All Sectors","2014"
"59","Montmorency","0","0.16","0.05","0.21","Total All Sectors","2014"
"60","Muskegon","0","1.96","2.15","2.15","Total All Sectors","2014"
"61","Newaygo","0","1.81","0.33","2.14","Total All Sectors","2014"
"62","Oakland","0","1.94","2.15","2.15","Total All Sectors","2014"
"63","Oceana","0","1.96","0.34","2.15","Total All Sectors","2014"
"64","Ogemaw","0.6","0.12","0.02","0.73","Total All Sectors","2014"
"65","Ontonagon","2.15","0.07","0","2.15","Total All Sectors","2014"
"66","Osceola","0.39","0.57","0.05","1.01","Total All Sectors","2014"
"67","Oscoda","0","0.09","0.05","0.14","Total All Sectors","2014"
"68","Otsego","1.03","0.8","0","1.83","Total All Sectors","2014"
"69","Ottawa","2.15","2.15","2.15","2.15","Total All Sectors","2014"
"70","Presque Isle","2.15","0.12","2.15","2.15","Total All Sectors","2014"
"71","Roscommon","0","0.09","0.02","0.11","Total All Sectors","2014"
"72","Saginaw","0","0.38","0.11","0.49","Total All Sectors","2014"
"73","Saint Clair","2.15","0.05","0.1","2.15","Total All Sectors","2014"
"74","Saint Joseph","2.15","2.15","2.15","2.15","Total All Sectors","2014"
"75","Sanilac","0.15","0.48","0.03","0.66","Total All Sectors","2014"
"76","Schoolcraft","1.4","0.63","2.15","2.15","Total All Sectors","2014"
"77","Shiawassee","2.15","0.09","0.05","2.15","Total All Sectors","2014"
"78","Tuscola","0.75","0.45","1.21","2.15","Total All Sectors","2014"
"79","Van Buren","2.15","2.15","0.65","2.15","Total All Sectors","2014"
"80","Washtenaw","2.15","2.15","0.44","2.15","Total All Sectors","2014"
"81","Wayne","2.15","0.67","2.15","2.15","Total All Sectors","2014"
"82","Wexford","0.19","1.49","0","1.69","Total All Sectors","2014"
"83","Alcona","0","0","0","0","Commercial-Institutional","2014"
"84","Alger","0","0","0","0","Commercial-Institutional","2014"
"85","Allegan","0","0.04","0","0.04","Commercial-Institutional","2014"
"86","Alpena","0","0","0","0","Commercial-Institutional","2014"
"87","Antrim","0","0.02","0","0.02","Commercial-Institutional","2014"
"88","Arenac","0","0","0","0","Commercial-Institutional","2014"
"89","Baraga","0","0","0","0","Commercial-Institutional","2014"
"90","Barry","0","0.01","0","0.01","Commercial-Institutional","2014"
"91","Bay","0","0","0","0","Commercial-Institutional","2014"
"92","Benzie","0","0.01","0","0.01","Commercial-Institutional","2014"
"93","Berrien","0","0.12","0","0.12","Commercial-Institutional","2014"
"94","Branch","0","0","0","0","Commercial-Institutional","2014"
"95","Calhoun","0","0.27","0","0.27","Commercial-Institutional","2014"
"96","Cass","0","0.01","0","0.01","Commercial-Institutional","2014"
"97","Charlevoix","0","0.5","0","0.5","Commercial-Institutional","2014"
"98","Cheboygan","0","0","0","0","Commercial-Institutional","2014"
"99","Chippewa","0","0","0","0","Commercial-Institutional","2014"
"100","Clare","0","0.02","0","0.02","Commercial-Institutional","2014"
"101","Clinton","0","0.01","0","0.01","Commercial-Institutional","2014"
"102","Crawford","0","0.03","0","0.03","Commercial-Institutional","2014"
"103","Delta","0","0","0","0","Commercial-Institutional","2014"
"104","Dickinson","0","0","0","0","Commercial-Institutional","2014"
"105","Eaton","0","0.07","0","0.07","Commercial-Institutional","2014"
"106","Emmet","0","0.12","0","0.12","Commercial-Institutional","2014"
"107","Genesee","0","0.01","0","0.01","Commercial-Institutional","2014"
"108","Gladwin","0","0","0","0","Commercial-Institutional","2014"
"109","Gogebic","0","0","0.03","0.03","Commercial-Institutional","2014"
"110","Grand Traverse","0","0","0","0","Commercial-Institutional","2014"
"111","Gratiot","0","0","0","0","Commercial-Institutional","2014"
"112","Hillsdale","0","0.2","0","0.2","Commercial-Institutional","2014"
"113","Houghton","0","0","0","0","Commercial-Institutional","2014"
"114","Huron","0","0.02","0","0.02","Commercial-Institutional","2014"
"115","Ingham","0","0.02","0","0.02","Commercial-Institutional","2014"
"116","Ionia","0","0.05","0","0.05","Commercial-Institutional","2014"
"117","Iosco","0","0","0","0","Commercial-Institutional","2014"
"118","Iron","0","0","0.88","0.88","Commercial-Institutional","2014"
"119","Isabella","0","0","0","0","Commercial-Institutional","2014"
"120","Jackson","0","0.16","0","0.16","Commercial-Institutional","2014"
"121","Kalamazoo","0","0.07","0.01","0.08","Commercial-Institutional","2014"
"122","Kalkaska","0","0.09","0","0.09","Commercial-Institutional","2014"
"123","Kent","0","0.3","0.04","0.34","Commercial-Institutional","2014"
"124","Keweenaw","0","0","0","0","Commercial-Institutional","2014"
"125","Lake","0","0","0","0","Commercial-Institutional","2014"
"126","Lapeer","0","0","0","0","Commercial-Institutional","2014"
"127","Leelanau","0","0.01","0","0.01","Commercial-Institutional","2014"
"128","Lenawee","0","0.01","0","0.01","Commercial-Institutional","2014"
"129","Livingston","0","0.02","0.01","0.02","Commercial-Institutional","2014"
"130","Luce","0","0","0","0","Commercial-Institutional","2014"
"131","Mackinac","0","0","0","0","Commercial-Institutional","2014"
"132","Macomb","0","0.01","0","0.01","Commercial-Institutional","2014"
"133","Manistee","0","0","0","0","Commercial-Institutional","2014"
"134","Marquette","0","0","0","0","Commercial-Institutional","2014"
"135","Mason","0","0.01","0","0.01","Commercial-Institutional","2014"
"136","Mecosta","0","0.01","0","0.01","Commercial-Institutional","2014"
"137","Menominee","0","0","0","0","Commercial-Institutional","2014"
"138","Midland","0","0","0","0","Commercial-Institutional","2014"
"139","Missaukee","0","0","0","0","Commercial-Institutional","2014"
"140","Monroe","0","0.01","0","0.01","Commercial-Institutional","2014"
"141","Montcalm","0","0","0","0","Commercial-Institutional","2014"
"142","Montmorency","0","0","0","0","Commercial-Institutional","2014"
"143","Muskegon","0","0.01","0","0.01","Commercial-Institutional","2014"
"144","Newaygo","0","0","0","0","Commercial-Institutional","2014"
"145","Oakland","0","0.04","0","0.04","Commercial-Institutional","2014"
"146","Oceana","0","0.02","0","0.02","Commercial-Institutional","2014"
"147","Ogemaw","0","0","0","0","Commercial-Institutional","2014"
"148","Ontonagon","0","0","0","0","Commercial-Institutional","2014"
"149","Osceola","0","0.19","0","0.19","Commercial-Institutional","2014"
"150","Oscoda","0","0","0","0","Commercial-Institutional","2014"
"151","Otsego","0","0","0","0","Commercial-Institutional","2014"
"152","Ottawa","0","0.01","0","0.01","Commercial-Institutional","2014"
"153","Presque Isle","0","0","0","0","Commercial-Institutional","2014"
"154","Roscommon","0","0.01","0","0.01","Commercial-Institutional","2014"
"155","Saginaw","0","0","0","0","Commercial-Institutional","2014"
"156","Saint Clair","0","0","0","0","Commercial-Institutional","2014"
"157","Saint Joseph","0","0.02","0","0.02","Commercial-Institutional","2014"
"158","Sanilac","0","0","0","0","Commercial-Institutional","2014"
"159","Schoolcraft","0","0","0","0","Commercial-Institutional","2014"
"160","Shiawassee","0","0","0","0","Commercial-Institutional","2014"
"161","Tuscola","0","0","0","0","Commercial-Institutional","2014"
"162","Van Buren","0","0.01","0","0.01","Commercial-Institutional","2014"
"163","Washtenaw","0","0.07","0","0.07","Commercial-Institutional","2014"
"164","Wayne","0","0","0","0","Commercial-Institutional","2014"
"165","Wexford","0","0.04","0","0.04","Commercial-Institutional","2014"
"166","Alcona","0","0.16","0","0.16","Electric Power Generation","2014"
"167","Alger","0","0","0","0","Electric Power Generation","2014"
"168","Allegan","0","0","0","0","Electric Power Generation","2014"
"169","Alpena","2.15","0","0.86","2.15","Electric Power Generation","2014"
"170","Antrim","0","0","0","0","Electric Power Generation","2014"
"171","Arenac","0","0","0","0","Electric Power Generation","2014"
"172","Baraga","2.15","0","0","2.15","Electric Power Generation","2014"
"173","Barry","0","0","0","0","Electric Power Generation","2014"
"174","Bay","0","0","2.15","2.15","Electric Power Generation","2014"
"175","Benzie","0","0","0","0","Electric Power Generation","2014"
"176","Berrien","2.15","0","0","2.15","Electric Power Generation","2014"
"177","Branch","0","0","0","0","Electric Power Generation","2014"
"178","Calhoun","0","0","0","0","Electric Power Generation","2014"
"179","Cass","0","0","0","0","Electric Power Generation","2014"
"180","Charlevoix","0","0","0","0","Electric Power Generation","2014"
"181","Cheboygan","0","0","0","0","Electric Power Generation","2014"
"182","Chippewa","0","0","0","0","Electric Power Generation","2014"
"183","Clare","0","0","0","0","Electric Power Generation","2014"
"184","Clinton","0","0","0","0","Electric Power Generation","2014"
"185","Crawford","0","0.11","0","0.11","Electric Power Generation","2014"
"186","Delta","2.15","0","0","2.15","Electric Power Generation","2014"
"187","Dickinson","0","0","0","0","Electric Power Generation","2014"
"188","Eaton","0","0","0.19","0.19","Electric Power Generation","2014"
"189","Emmet","0","0","0","0","Electric Power Generation","2014"
"190","Genesee","0","0.06","0","0.06","Electric Power Generation","2014"
"191","Gladwin","0","0","0","0","Electric Power Generation","2014"
"192","Gogebic","0","0","0","0","Electric Power Generation","2014"
"193","Grand Traverse","0","0","0","0","Electric Power Generation","2014"
"194","Gratiot","0","0","0","0","Electric Power Generation","2014"
"195","Hillsdale","0","0.42","0","0.42","Electric Power Generation","2014"
"196","Houghton","0","0","0","0","Electric Power Generation","2014"
"197","Huron","0","0","0","0","Electric Power Generation","2014"
"198","Ingham","0","0","2.15","2.15","Electric Power Generation","2014"
"199","Ionia","0","0","0","0","Electric Power Generation","2014"
"200","Iosco","0","0","0","0","Electric Power Generation","2014"
"201","Iron","0","0","0","0","Electric Power Generation","2014"
"202","Isabella","0","0.02","0","0.02","Electric Power Generation","2014"
"203","Jackson","0","0","0","0","Electric Power Generation","2014"
"204","Kalamazoo","0","0","0","0","Electric Power Generation","2014"
"205","Kalkaska","0","0","0","0","Electric Power Generation","2014"
"206","Kent","0","0","0.12","0.12","Electric Power Generation","2014"
"207","Keweenaw","0","0","0","0","Electric Power Generation","2014"
"208","Lake","0","0","0","0","Electric Power Generation","2014"
"209","Lapeer","0","0","0","0","Electric Power Generation","2014"
"210","Leelanau","0","0","0","0","Electric Power Generation","2014"
"211","Lenawee","0","0","0","0","Electric Power Generation","2014"
"212","Livingston","0","0","0","0","Electric Power Generation","2014"
"213","Luce","0","0","0","0","Electric Power Generation","2014"
"214","Mackinac","0","0","0","0","Electric Power Generation","2014"
"215","Macomb","0","0","0","0","Electric Power Generation","2014"
"216","Manistee","0","0.08","0.34","0.42","Electric Power Generation","2014"
"217","Marquette","2.15","0","0","2.15","Electric Power Generation","2014"
"218","Mason","0","0","0","0","Electric Power Generation","2014"
"219","Mecosta","0","0","0","0","Electric Power Generation","2014"
"220","Menominee","0","0","0","0","Electric Power Generation","2014"
"221","Midland","0","0","0.06","0.06","Electric Power Generation","2014"
"222","Missaukee","0","0.16","0","0.16","Electric Power Generation","2014"
"223","Monroe","2.15","0.05","0","2.15","Electric Power Generation","2014"
"224","Montcalm","0","0","0","0","Electric Power Generation","2014"
"225","Montmorency","0","0","0","0","Electric Power Generation","2014"
"226","Muskegon","0","0","2.15","2.15","Electric Power Generation","2014"
"227","Newaygo","0","0","0","0","Electric Power Generation","2014"
"228","Oakland","0","0","0","0","Electric Power Generation","2014"
"229","Oceana","0","0","0","0","Electric Power Generation","2014"
"230","Ogemaw","0","0","0","0","Electric Power Generation","2014"
"231","Ontonagon","0","0","0","0","Electric Power Generation","2014"
"232","Osceola","0","0","0","0","Electric Power Generation","2014"
"233","Oscoda","0","0","0","0","Electric Power Generation","2014"
"234","Otsego","0","0","0","0","Electric Power Generation","2014"
"235","Ottawa","2.15","0.54","2.15","2.15","Electric Power Generation","2014"
"236","Presque Isle","0","0","0","0","Electric Power Generation","2014"
"237","Roscommon","0","0","0","0","Electric Power Generation","2014"
"238","Saginaw","0","0","0","0","Electric Power Generation","2014"
"239","Saint Clair","2.15","0","0","2.15","Electric Power Generation","2014"
"240","Saint Joseph","0","0","0","0","Electric Power Generation","2014"
"241","Sanilac","0","0","0","0","Electric Power Generation","2014"
"242","Schoolcraft","0","0","0","0","Electric Power Generation","2014"
"243","Shiawassee","0","0","0","0","Electric Power Generation","2014"
"244","Tuscola","0","0","0","0","Electric Power Generation","2014"
"245","Van Buren","2.15","0","0","2.15","Electric Power Generation","2014"
"246","Washtenaw","0","0","0","0","Electric Power Generation","2014"
"247","Wayne","2.15","0","2.15","2.15","Electric Power Generation","2014"
"248","Wexford","0","0","0","0","Electric Power Generation","2014"
"249","Alcona","0","0","0","0","Industrial-Manufacturing","2014"
"250","Alger","1.51","0.1","0","1.61","Industrial-Manufacturing","2014"
"251","Allegan","0","0.75","0.23","0.99","Industrial-Manufacturing","2014"
"252","Alpena","0","0","1.61","1.61","Industrial-Manufacturing","2014"
"253","Antrim","0","0.07","0","0.07","Industrial-Manufacturing","2014"
"254","Arenac","0","0","0","0","Industrial-Manufacturing","2014"
"255","Baraga","0.13","0","0","0.13","Industrial-Manufacturing","2014"
"256","Barry","0","0.15","0.04","0.19","Industrial-Manufacturing","2014"
"257","Bay","0.01","0","0.79","0.8","Industrial-Manufacturing","2014"
"258","Benzie","0","0.1","0","0.1","Industrial-Manufacturing","2014"
"259","Berrien","0","0.69","0","0.69","Industrial-Manufacturing","2014"
"260","Branch","0","0.01","0.12","0.12","Industrial-Manufacturing","2014"
"261","Calhoun","0","1.26","0.67","1.92","Industrial-Manufacturing","2014"
"262","Cass","0","0","0.39","0.39","Industrial-Manufacturing","2014"
"263","Charlevoix","0.83","2.15","0.97","2.15","Industrial-Manufacturing","2014"
"264","Cheboygan","0","0","0.03","0.04","Industrial-Manufacturing","2014"
"265","Chippewa","0.29","0","0","0.29","Industrial-Manufacturing","2014"
"266","Clare","0","0.05","0.34","0.39","Industrial-Manufacturing","2014"
"267","Clinton","0","0.21","0","0.21","Industrial-Manufacturing","2014"
"268","Crawford","0","0.03","0","0.03","Industrial-Manufacturing","2014"
"269","Delta","2.15","0.06","0.18","2.15","Industrial-Manufacturing","2014"
"270","Dickinson","0","0.05","2.15","2.15","Industrial-Manufacturing","2014"
"271","Eaton","0","0","0","0","Industrial-Manufacturing","2014"
"272","Emmet","0","0.01","0","0.01","Industrial-Manufacturing","2014"
"273","Genesee","0","0.01","0","0.01","Industrial-Manufacturing","2014"
"274","Gladwin","0","0","0","0","Industrial-Manufacturing","2014"
"275","Gogebic","0","0.06","0","0.06","Industrial-Manufacturing","2014"
"276","Grand Traverse","0","0.28","0","0.28","Industrial-Manufacturing","2014"
"277","Gratiot","0","0.01","0.22","0.22","Industrial-Manufacturing","2014"
"278","Hillsdale","0","0.33","0","0.33","Industrial-Manufacturing","2014"
"279","Houghton","0","0","0","0","Industrial-Manufacturing","2014"
"280","Huron","0","0.01","0","0.01","Industrial-Manufacturing","2014"
"281","Ingham","0","0.03","0","0.03","Industrial-Manufacturing","2014"
"282","Ionia","0","0.07","0","0.07","Industrial-Manufacturing","2014"
"283","Iosco","0","0.02","0.01","0.03","Industrial-Manufacturing","2014"
"284","Iron","0","0","0","0","Industrial-Manufacturing","2014"
"285","Isabella","0","0","0.55","0.55","Industrial-Manufacturing","2014"
"286","Jackson","0","0.19","0.23","0.42","Industrial-Manufacturing","2014"
"287","Kalamazoo","0","2.15","1.2","2.15","Industrial-Manufacturing","2014"
"288","Kalkaska","0","0","0","0","Industrial-Manufacturing","2014"
"289","Kent","0","0.31","0.22","0.53","Industrial-Manufacturing","2014"
"290","Keweenaw","0","0","0","0","Industrial-Manufacturing","2014"
"291","Lake","0","0","0","0","Industrial-Manufacturing","2014"
"292","Lapeer","0","0.1","0","0.1","Industrial-Manufacturing","2014"
"293","Leelanau","0","0.21","0.01","0.21","Industrial-Manufacturing","2014"
"294","Lenawee","0","0.2","0.04","0.24","Industrial-Manufacturing","2014"
"295","Livingston","0","0.31","1.04","1.34","Industrial-Manufacturing","2014"
"296","Luce","0","0.02","0","0.02","Industrial-Manufacturing","2014"
"297","Mackinac","0.56","0","0","0.56","Industrial-Manufacturing","2014"
"298","Macomb","0","0.01","0","0.01","Industrial-Manufacturing","2014"
"299","Manistee","1.06","0.23","2.15","2.15","Industrial-Manufacturing","2014"
"300","Marquette","0","0.09","2.15","2.15","Industrial-Manufacturing","2014"
"301","Mason","0","0.24","2.15","2.15","Industrial-Manufacturing","2014"
"302","Mecosta","0","0.33","0","0.33","Industrial-Manufacturing","2014"
"303","Menominee","0","0","0.7","0.7","Industrial-Manufacturing","2014"
"304","Midland","0","0","1.15","1.15","Industrial-Manufacturing","2014"
"305","Missaukee","0","0.03","0","0.03","Industrial-Manufacturing","2014"
"306","Monroe","0","2.15","0","2.15","Industrial-Manufacturing","2014"
"307","Montcalm","0","0.01","2.15","2.15","Industrial-Manufacturing","2014"
"308","Montmorency","0","0","0","0","Industrial-Manufacturing","2014"
"309","Muskegon","0","0.99","2.15","2.15","Industrial-Manufacturing","2014"
"310","Newaygo","0","0.01","0","0.01","Industrial-Manufacturing","2014"
"311","Oakland","0","0.84","2.15","2.15","Industrial-Manufacturing","2014"
"312","Oceana","0","0.16","0","0.16","Industrial-Manufacturing","2014"
"313","Ogemaw","0","0","0","0","Industrial-Manufacturing","2014"
"314","Ontonagon","0","0","0","0","Industrial-Manufacturing","2014"
"315","Osceola","0","0.15","0","0.15","Industrial-Manufacturing","2014"
"316","Oscoda","0","0","0","0","Industrial-Manufacturing","2014"
"317","Otsego","0","0","0","0","Industrial-Manufacturing","2014"
"318","Ottawa","0","0.14","0.11","0.25","Industrial-Manufacturing","2014"
"319","Presque Isle","2.15","0","2.15","2.15","Industrial-Manufacturing","2014"
"320","Roscommon","0","0","0","0","Industrial-Manufacturing","2014"
"321","Saginaw","0","0","0","0","Industrial-Manufacturing","2014"
"322","Saint Clair","2.15","0","0","2.15","Industrial-Manufacturing","2014"
"323","Saint Joseph","0","0.6","0.09","0.69","Industrial-Manufacturing","2014"
"324","Sanilac","0","0.09","0","0.09","Industrial-Manufacturing","2014"
"325","Schoolcraft","0.97","0","1.74","2.15","Industrial-Manufacturing","2014"
"326","Shiawassee","0","0","0.01","0.01","Industrial-Manufacturing","2014"
"327","Tuscola","0","0.03","0.09","0.12","Industrial-Manufacturing","2014"
"328","Van Buren","0","0.45","0","0.45","Industrial-Manufacturing","2014"
"329","Washtenaw","0","1.65","0.2","1.86","Industrial-Manufacturing","2014"
"330","Wayne","2.15","0.54","2.15","2.15","Industrial-Manufacturing","2014"
"331","Wexford","0","0.01","0","0.01","Industrial-Manufacturing","2014"
"332","Alcona","0","0.03","0.01","0.04","Irrigation","2014"
"333","Alger","0","0.01","0","0.01","Irrigation","2014"
"334","Allegan","0","2.15","2.15","2.15","Irrigation","2014"
"335","Alpena","0","0.01","0.06","0.07","Irrigation","2014"
"336","Antrim","0","2.15","0.05","2.15","Irrigation","2014"
"337","Arenac","0","0.05","0.07","0.13","Irrigation","2014"
"338","Baraga","0","0","0","0","Irrigation","2014"
"339","Barry","0","0.78","0.73","1.51","Irrigation","2014"
"340","Bay","0","0.03","0.61","0.64","Irrigation","2014"
"341","Benzie","0","0.29","0","0.29","Irrigation","2014"
"342","Berrien","0","2.15","1.63","2.15","Irrigation","2014"
"343","Branch","0","2.15","2.15","2.15","Irrigation","2014"
"344","Calhoun","0","2.15","1.05","2.15","Irrigation","2014"
"345","Cass","0","2.15","0.72","2.15","Irrigation","2014"
"346","Charlevoix","0","0.06","0.02","0.08","Irrigation","2014"
"347","Cheboygan","0","0.09","2.15","2.15","Irrigation","2014"
"348","Chippewa","0","0.05","0","0.05","Irrigation","2014"
"349","Clare","0","0.14","0","0.14","Irrigation","2014"
"350","Clinton","0","0.32","0.67","1","Irrigation","2014"
"351","Crawford","0","0","0.05","0.05","Irrigation","2014"
"352","Delta","0.02","0.04","0.03","0.08","Irrigation","2014"
"353","Dickinson","0","0.03","0.03","0.06","Irrigation","2014"
"354","Eaton","0","0.06","0.05","0.11","Irrigation","2014"
"355","Emmet","0.05","0.15","0","0.2","Irrigation","2014"
"356","Genesee","0","0.1","0.05","0.15","Irrigation","2014"
"357","Gladwin","0","0","0.01","0.01","Irrigation","2014"
"358","Gogebic","0","0","0","0","Irrigation","2014"
"359","Grand Traverse","0","0.43","0.03","0.45","Irrigation","2014"
"360","Gratiot","0","1.77","0.19","1.96","Irrigation","2014"
"361","Hillsdale","0","1.52","0.29","1.81","Irrigation","2014"
"362","Houghton","0","0","0.01","0.01","Irrigation","2014"
"363","Huron","0","0.05","0.33","0.39","Irrigation","2014"
"364","Ingham","0","0.25","0.04","0.29","Irrigation","2014"
"365","Ionia","0","0.43","0.18","0.62","Irrigation","2014"
"366","Iosco","0","0.05","0.04","0.09","Irrigation","2014"
"367","Iron","0","0.03","0.02","0.04","Irrigation","2014"
"368","Isabella","0","2.01","0.46","2.15","Irrigation","2014"
"369","Jackson","0","1.93","0.64","2.15","Irrigation","2014"
"370","Kalamazoo","0","2.15","1.2","2.15","Irrigation","2014"
"371","Kalkaska","0","1.25","0.64","1.89","Irrigation","2014"
"372","Kent","0","1.05","0.6","1.64","Irrigation","2014"
"373","Keweenaw","0","0","0","0","Irrigation","2014"
"374","Lake","0","0","0","0","Irrigation","2014"
"375","Lapeer","0","0.08","0.1","0.18","Irrigation","2014"
"376","Leelanau","0.01","0.6","0","0.61","Irrigation","2014"
"377","Lenawee","0","0.22","0.93","1.16","Irrigation","2014"
"378","Livingston","0","0.22","0.21","0.43","Irrigation","2014"
"379","Luce","0","0.52","0","0.52","Irrigation","2014"
"380","Mackinac","0.01","0.06","0.01","0.08","Irrigation","2014"
"381","Macomb","0.02","0.1","0.49","0.61","Irrigation","2014"
"382","Manistee","0","0.39","0.12","0.51","Irrigation","2014"
"383","Marquette","0","0.02","0.06","0.08","Irrigation","2014"
"384","Mason","0","0.4","0.23","0.63","Irrigation","2014"
"385","Mecosta","0","2.15","0.23","2.15","Irrigation","2014"
"386","Menominee","0","0","0.01","0.01","Irrigation","2014"
"387","Midland","0","0.07","0.06","0.13","Irrigation","2014"
"388","Missaukee","0","2.15","0.22","2.15","Irrigation","2014"
"389","Monroe","0","0.82","0.97","1.79","Irrigation","2014"
"390","Montcalm","0","2.15","1.1","2.15","Irrigation","2014"
"391","Montmorency","0","0.01","0.05","0.06","Irrigation","2014"
"392","Muskegon","0","0.61","0.27","0.88","Irrigation","2014"
"393","Newaygo","0","1.37","0.24","1.61","Irrigation","2014"
"394","Oakland","0","0.74","0.46","1.21","Irrigation","2014"
"395","Oceana","0","1.61","0.34","1.95","Irrigation","2014"
"396","Ogemaw","0","0.02","0.02","0.03","Irrigation","2014"
"397","Ontonagon","0","0","0","0","Irrigation","2014"
"398","Osceola","0","0.16","0.04","0.2","Irrigation","2014"
"399","Oscoda","0","0.04","0.05","0.08","Irrigation","2014"
"400","Otsego","0","0.75","0","0.75","Irrigation","2014"
"401","Ottawa","0","1.43","1.11","2.15","Irrigation","2014"
"402","Presque Isle","0","0.08","0.02","0.1","Irrigation","2014"
"403","Roscommon","0","0.06","0.02","0.07","Irrigation","2014"
"404","Saginaw","0","0.35","0.11","0.47","Irrigation","2014"
"405","Saint Clair","0","0.03","0.1","0.13","Irrigation","2014"
"406","Saint Joseph","0","2.15","2.15","2.15","Irrigation","2014"
"407","Sanilac","0","0.32","0.03","0.35","Irrigation","2014"
"408","Schoolcraft","0","0.01","0.04","0.04","Irrigation","2014"
"409","Shiawassee","0","0.02","0.05","0.07","Irrigation","2014"
"410","Tuscola","0","0.41","1.11","1.52","Irrigation","2014"
"411","Van Buren","0","2.15","0.65","2.15","Irrigation","2014"
"412","Washtenaw","0","1.01","0.24","1.24","Irrigation","2014"
"413","Wayne","0.03","0.13","0.21","0.37","Irrigation","2014"
"414","Wexford","0","0.37","0","0.37","Irrigation","2014"
"415","Alcona","0","0.02","0.26","0.28","Livestock","2014"
"416","Alger","0","0","0","0","Livestock","2014"
"417","Allegan","0","0.13","0","0.13","Livestock","2014"
"418","Alpena","0","0","0","0","Livestock","2014"
